week_start,Combined positive,temp_c,rh_pct,rain_mm,wind10_kmh,soil_moisture_top_m3m3
2018-12-31,66,30.115476190476187,38.16666666666666,0.0,20.39702380952381,0.0278988095238095
2019-01-07,110,30.48869047619048,24.785714285714285,0.0,20.902380952380952,0.0255178571428571
2019-01-14,73,30.72738095238095,31.047619047619047,0.0,15.03452380952381,0.0210238095238095
2019-01-21,70,31.342857142857145,28.553571428571427,0.0,19.123809523809523,0.01925
2019-01-28,48,31.21547619047619,28.142857142857142,0.0,21.28273809523809,0.0219523809523809
2019-02-04,44,31.78690476190476,29.416666666666668,0.0,25.64880952380953,0.0256488095238095
2019-02-11,56,31.59464285714285,32.57738095238095,0.0,22.511309523809523,0.022875
2019-02-18,78,31.28988095238095,36.208333333333336,1.6,15.057738095238092,0.0233630952380952
2019-02-25,10,30.93809523809524,35.464285714285715,3.2,13.702380952380953,0.0300595238095238
2019-03-04,32,31.245833333333334,35.208333333333336,2.0,12.773214285714284,0.027720238095238
2019-03-11,52,31.823809523809523,31.107142857142858,0.0,19.817857142857143,0.0242738095238095
2019-03-18,17,32.55357142857143,30.577380952380956,0.0,21.242261904761904,0.0256190476190476
2019-03-25,13,31.29285714285714,42.46428571428572,1.1,15.620238095238092,0.0338630952380952
2019-04-01,4,32.07083333333333,36.82142857142857,0.0,21.72142857142857,0.0246607142857142
2019-04-08,13,31.59940476190476,41.02976190476191,1.7000000000000002,15.030357142857142,0.0266904761904761
2019-04-15,13,32.44404761904762,35.69047619047619,0.2,15.78452380952381,0.0272738095238095
2019-04-22,13,28.57321428571429,62.148809523809526,15.4,12.702380952380953,0.0384285714285714
2019-04-29,13,31.226190476190474,46.035714285714285,0.3,18.79285714285714,0.0143035714285714
2019-05-06,39,29.441666666666663,54.875,19.9,12.613690476190476,0.0326488095238095
2019-05-13,46,30.18869047619048,49.208333333333336,5.5,14.883928571428571,0.035797619047619
2019-05-20,51,28.057738095238093,60.01190476190476,9.9,13.34404761904762,0.0607083333333333
2019-05-27,27,28.588690476190475,54.36309523809524,23.1,10.609523809523813,0.0686369047619047
2019-06-03,24,25.161309523809525,78.2202380952381,33.2,6.966666666666667,0.2246071428571428
2019-06-10,28,24.889285714285712,77.42261904761905,20.7,7.619642857142857,0.1667797619047619
2019-06-17,86,27.89761904761905,55.85119047619048,1.2000000000000002,7.930357142857143,0.0404761904761904
2019-06-24,308,27.05714285714286,63.73214285714285,5.4,7.551785714285715,0.0541488095238095
2019-07-01,375,28.277380952380955,53.220238095238095,6.6,10.52559523809524,0.0416428571428571
2019-07-08,436,27.86845238095238,55.45238095238095,7.9,11.232142857142858,0.0368333333333333
2019-07-15,444,28.34523809523809,44.970238095238095,0.2,16.04345238095238,0.0191190476190476
2019-07-22,452,25.629761904761907,71.625,27.5,8.15297619047619,0.0639047619047619
2019-07-29,402,27.116071428571427,58.82738095238095,1.6,10.992857142857142,0.0470238095238095
2019-08-05,604,27.93452380952381,54.21428571428572,54.1,11.635119047619048,0.0513095238095238
2019-08-12,"1,102",28.90892857142857,43.45238095238095,4.0,11.94702380952381,0.0325773809523809
2019-08-19,"1,498",29.442261904761907,43.470238095238095,1.5,12.956547619047615,0.0296488095238095
2019-08-26,"1,665",26.81547619047619,64.76190476190476,15.8,10.351785714285716,0.0911190476190476
2019-09-02,"1,883",28.55654761904762,54.095238095238095,6.3,10.261904761904765,0.0422619047619047
2019-09-09,"1,260",29.728571428571428,43.96428571428572,1.4,11.741071428571429,0.029172619047619
2019-09-16,"1,116",30.507738095238096,34.601190476190474,0.0,15.826785714285714,0.0259047619047619
2019-09-23,"1,071",28.347619047619045,54.660714285714285,72.9,10.281547619047618,0.0968333333333333
2019-09-30,742,25.88571428571429,72.04761904761905,43.8,9.117261904761904,0.0920892857142857
2019-10-07,494,25.947023809523813,68.0297619047619,14.1,12.114880952380952,0.0604464285714285
2019-10-14,356,25.39166666666667,73.3452380952381,28.0,8.76607142857143,0.1136130952380952
2019-10-21,437,25.038690476190474,78.76190476190476,17.9,8.42142857142857,0.1508452380952381
2019-10-28,412,24.75654761904762,79.18452380952381,47.6,7.518452380952381,0.1957023809523809
2019-11-04,543,26.795238095238098,64.95833333333333,14.6,11.321428571428571,0.0823035714285714
2019-11-11,612,28.43869047619048,53.25,7.8,16.291666666666668,0.0396071428571428
2019-11-18,"1,719",26.507738095238096,66.93452380952381,56.4,10.035714285714286,0.1339880952380952
2019-11-25,"1,020",24.702976190476196,75.82142857142857,7.8,10.335119047619049,0.1922083333333333
2019-12-02,692,26.452976190476196,68.6547619047619,4.1000000000000005,9.161309523809525,0.0435416666666666
2019-12-09,562,25.18452380952381,74.03571428571429,31.9,10.135119047619048,0.1115654761904761
2019-12-16,581,27.350595238095234,55.11904761904762,3.0,11.264285714285714,0.0328630952380952
