Date,Positive_Count_cases,Temperature,Rainfall,Humidity,WindSpeed
4/24/2022,1,29.5,2.9,70,9.5
4/25/2022,3,27.5,22.6,76,9.7
4/26/2022,6,29.3,0.4,77,7.6
4/27/2022,1,29.1,1.0,74,9.7
4/28/2022,3,27.4,10.4,80,10.5
4/29/2022,1,27.4,1.3,80,10.8
4/30/2022,3,28.2,0.2,76,8.0
5/1/2022,0,28.5,0.4,75,9.1
5/2/2022,1,27.9,8.6,75,10.9
5/3/2022,3,28.3,0.7,74,11.3
5/4/2022,0,28.8,8.3,61,12.2
5/5/2022,0,29.9,0.0,50,13.0
5/6/2022,7,31.0,0.0,42,12.0
5/7/2022,1,31.1,0.0,42,12.5
5/8/2022,4,31.8,0.0,39,12.2
5/9/2022,10,31.7,0.0,41,9.9
5/10/2022,9,31.3,0.0,38,13.0
5/11/2022,9,31.3,0.0,38,16.5
5/12/2022,15,30.6,0.0,40,16.5
5/13/2022,27,30.3,0.0,36,15.2
5/14/2022,38,30.2,0.0,36,18.2
5/15/2022,27,29.3,0.0,38,18.3
5/16/2022,83,29.4,0.0,39,15.6
5/17/2022,96,29.4,0.3,44,15.8
5/18/2022,84,29.9,0.0,39,15.7
5/19/2022,156,30.0,0.0,37,16.0
5/20/2022,189,30.0,0.0,36,17.3
5/21/2022,170,30.3,0.0,37,16.1
5/22/2022,163,31.5,0.4,39,6.9
5/23/2022,260,31.7,0.0,39,10.6
5/24/2022,202,30.7,0.0,41,12.3
5/25/2022,211,27.5,0.1,60,14.4
5/26/2022,212,30.5,0.3,51,7.0
5/27/2022,184,29.6,4.2,57,8.7
5/28/2022,171,29.0,1.4,66,7.4
5/29/2022,70,26.2,4.5,77,7.4
5/30/2022,169,27.6,0.1,68,9.9
5/31/2022,165,27.9,0.0,53,13.4
6/1/2022,59,28.3,0.0,45,14.3
6/2/2022,113,27.6,0.0,43,20.5
6/3/2022,96,27.3,0.0,43,17.3
6/4/2022,90,27.1,0.0,41,17.1
6/5/2022,41,28.4,0.0,38,11.3
6/6/2022,49,29.1,0.0,36,12.3
6/7/2022,56,26.8,9.3,54,14.0
6/8/2022,49,26.4,7.9,77,6.0
6/9/2022,42,27.7,1.5,71,6.4
6/10/2022,77,27.7,0.1,69,6.1
6/11/2022,60,28.4,0.0,58,9.0
6/12/2022,59,27.9,0.0,46,14.1
6/13/2022,138,28.3,0.2,43,11.3
6/14/2022,55,28.8,0.0,40,10.0
6/15/2022,50,29.1,0.0,36,10.2
6/16/2022,57,29.0,0.0,37,13.3
6/17/2022,50,28.3,0.0,37,17.8
6/18/2022,64,28.4,0.0,39,15.1
6/19/2022,99,29.0,0.7,39,11.2
6/20/2022,158,28.4,3.0,59,5.5
6/21/2022,144,29.1,0.0,50,8.3
6/22/2022,127,29.2,0.0,42,10.3
6/23/2022,181,29.5,0.1,40,14.2
6/24/2022,172,28.1,0.0,48,14.0
6/25/2022,269,28.4,0.0,42,14.0
6/26/2022,244,28.5,0.0,38,13.3
6/27/2022,342,27.0,0.0,37,19.1
6/28/2022,449,26.8,0.0,36,18.9
6/29/2022,401,27.8,0.0,36,13.8
6/30/2022,416,28.1,0.0,41,14.0
7/1/2022,438,27.5,0.0,39,15.2
7/2/2022,386,26.9,0.0,38,19.1
7/3/2022,241,28.0,0.0,38,13.4
7/4/2022,353,28.4,0.0,38,12.9
7/5/2022,363,28.4,0.0,35,12.5
7/6/2022,270,29.5,0.0,37,11.1
7/7/2022,273,28.9,1.0,43,11.0
7/8/2022,232,27.5,2.8,58,8.5
7/9/2022,212,27.1,0.1,45,14.6
7/10/2022,147,27.2,0.1,46,9.8
7/11/2022,181,27.2,0.3,43,15.3
7/12/2022,286,25.9,0.0,43,22.7
7/13/2022,280,27.0,0.0,38,18.7
7/14/2022,266,28.5,0.0,34,12.5
7/15/2022,232,29.4,0.0,40,11.9
7/16/2022,214,28.8,0.7,54,8.0
7/17/2022,135,28.2,0.0,42,16.4
7/18/2022,264,26.9,0.0,37,22.2
7/19/2022,235,28.1,0.0,38,13.9
7/20/2022,202,28.4,0.0,43,12.9
7/21/2022,223,26.8,0.1,42,16.5
7/22/2022,239,28.0,0.0,38,16.8
7/23/2022,208,26.4,0.0,36,23.7
7/24/2022,129,28.5,0.0,36,14.4
7/25/2022,218,28.9,0.0,36,15.0
7/26/2022,234,26.9,0.0,37,25.6
7/27/2022,277,27.0,0.4,36,19.6
7/28/2022,284,28.2,0.0,41,12.4
7/29/2022,355,29.1,0.0,36,11.3
7/30/2022,328,27.2,0.6,56,15.1
7/31/2022,279,26.1,0.8,63,14.1
8/1/2022,408,26.2,35.7,76,7.3
8/2/2022,296,24.4,20.1,84,8.3
8/3/2022,330,25.5,0.7,75,9.5
8/4/2022,334,26.0,0.7,70,13.1
8/5/2022,386,26.7,0.0,63,13.6
8/6/2022,331,27.2,0.0,49,15.4
8/7/2022,220,28.1,0.0,40,15.7
8/8/2022,387,27.8,0.0,40,13.8
8/9/2022,145,29.2,0.0,39,9.0
8/10/2022,259,29.7,0.1,47,12.0
8/11/2022,255,28.5,0.0,44,18.0
8/12/2022,251,27.5,0.4,50,11.5
8/13/2022,184,27.4,0.0,45,11.5
8/14/2022,148,28.7,0.5,50,9.1
8/15/2022,241,27.5,2.6,65,12.0
8/16/2022,251,28.3,4.1,73,7.4
8/17/2022,247,26.9,1.5,73,10.6
8/18/2022,285,27.6,0.2,63,12.5
8/19/2022,373,28.6,0.5,52,11.4
8/20/2022,367,27.7,0.3,54,17.4
8/21/2022,335,29.6,1.8,54,6.6
8/22/2022,558,28.1,0.3,47,16.6
8/23/2022,591,27.7,0.0,36,16.4
8/24/2022,575,27.2,0.0,47,11.8
8/25/2022,608,28.4,0.0,36,13.4
8/26/2022,483,28.6,0.1,39,12.2
8/27/2022,506,27.4,6.7,54,9.9
8/28/2022,320,28.1,0.0,39,13.6
8/29/2022,591,29.3,0.3,42,12.5
8/30/2022,584,30.2,0.4,42,12.5
8/31/2022,643,29.2,0.2,45,10.6
9/1/2022,581,28.3,0.0,37,14.1
9/2/2022,532,28.4,0.0,33,14.8
9/3/2022,425,28.0,0.2,40,14.4
9/4/2022,321,28.6,0.1,52,12.5
9/5/2022,517,28.2,0.4,57,15.4
9/6/2022,536,29.2,13.2,67,7.4
9/7/2022,407,27.5,8.5,78,9.0
9/8/2022,553,26.1,0.1,73,13.7
9/9/2022,512,27.1,0.0,60,12.7
9/10/2022,462,28.2,0.0,50,8.8
9/11/2022,283,28.5,0.3,44,9.5
9/12/2022,379,29.8,0.0,37,10.1
9/13/2022,261,28.0,0.4,50,17.0
9/14/2022,462,28.7,0.0,52,14.1
9/15/2022,400,28.3,0.0,37,16.8
9/16/2022,421,27.8,0.0,36,19.8
9/17/2022,364,28.3,0.0,36,15.4
9/18/2022,244,28.5,0.0,37,16.8
9/19/2022,290,28.7,0.0,33,15.6
9/20/2022,443,28.6,0.0,39,18.9
9/21/2022,479,28.6,0.0,36,18.5
9/22/2022,490,28.6,0.0,34,14.7
9/23/2022,509,28.8,0.0,33,16.0
9/24/2022,470,29.2,0.0,31,10.8
9/25/2022,310,29.1,0.0,34,13.0
9/26/2022,568,28.6,0.0,35,18.3
9/27/2022,602,27.7,0.0,34,23.2
9/28/2022,559,28.4,0.0,30,17.0
9/29/2022,551,28.7,0.0,33,11.6
9/30/2022,443,29.0,0.0,37,12.4
10/1/2022,427,29.5,0.0,34,15.3
10/2/2022,250,29.2,0.0,33,15.2
10/3/2022,433,29.2,0.0,34,13.7
10/4/2022,407,29.9,1.1,44,11.9
10/5/2022,403,29.2,0.0,35,13.1
10/6/2022,338,28.7,0.0,40,14.4
10/7/2022,356,28.9,0.0,39,20.2
10/8/2022,233,29.4,0.0,40,12.6
10/9/2022,219,28.7,0.2,41,12.7
10/10/2022,200,29.5,0.0,35,14.2
10/11/2022,342,29.3,0.0,33,11.9
10/12/2022,307,29.4,0.0,33,14.3
10/13/2022,291,29.1,0.0,33,16.7
10/14/2022,250,28.9,0.0,34,20.2
10/15/2022,177,28.8,0.0,36,20.7
10/16/2022,107,29.1,0.0,35,17.6
10/17/2022,208,30.3,0.2,37,14.8
10/18/2022,188,30.2,0.7,39,14.2
10/19/2022,138,29.4,0.0,52,12.6
10/20/2022,106,29.7,0.0,39,17.3
10/21/2022,130,29.0,0.0,34,19.8
10/22/2022,105,29.8,0.0,37,15.3
10/23/2022,72,29.6,0.0,38,17.1
10/24/2022,130,29.4,0.0,36,19.3
10/25/2022,153,30.0,0.0,36,20.9
10/26/2022,104,30.4,0.0,37,20.1
10/27/2022,91,30.3,0.0,40,18.9
10/28/2022,90,30.2,0.0,48,15.3
10/29/2022,99,30.3,0.1,43,16.1
10/30/2022,45,28.7,11.4,63,10.3
10/31/2022,87,29.8,0.0,47,16.0
11/1/2022,81,30.1,0.0,40,19.6
11/2/2022,84,28.7,0.6,61,12.8
11/3/2022,78,28.2,0.0,54,15.7
11/4/2022,53,29.2,0.0,46,14.2
11/5/2022,49,29.2,0.0,42,19.4
11/6/2022,41,29.3,0.3,46,16.9
11/7/2022,66,29.3,0.1,39,21.3
11/8/2022,50,29.2,0.0,37,20.8
11/9/2022,67,29.4,0.0,37,19.1
11/10/2022,50,28.8,1.2,46,13.9
11/11/2022,31,28.4,0.3,47,16.9
11/12/2022,33,28.6,0.2,42,20.5
11/13/2022,28,29.7,1.7,49,11.2
11/14/2022,51,27.9,17.8,67,10.1
11/15/2022,41,29.0,1.5,64,9.9
11/16/2022,28,27.7,2.8,66,11.5
11/17/2022,44,28.6,0.6,55,10.5
11/18/2022,31,29.1,0.1,47,11.1
11/19/2022,28,28.7,3.5,49,11.7
11/20/2022,15,28.4,1.5,56,10.7
11/21/2022,43,29.1,1.4,43,10.5
11/22/2022,32,29.7,0.0,43,16.2
11/23/2022,24,28.2,4.9,50,13.2
11/24/2022,27,28.9,0.0,42,17.9
11/25/2022,21,28.5,0.0,42,21.8
11/26/2022,19,28.6,0.0,41,21.6
11/27/2022,15,29.3,0.1,42,18.4
11/28/2022,24,29.3,0.0,44,16.6
11/29/2022,27,28.7,0.0,41,18.9
11/30/2022,23,28.5,0.0,40,20.5
12/1/2022,15,28.1,0.0,39,18.2
12/2/2022,32,27.8,0.0,36,16.1
12/3/2022,33,27.5,0.2,41,20.6
12/4/2022,28,28.3,0.0,45,20.6
12/5/2022,56,28.7,0.0,39,17.5
12/6/2022,53,29.5,0.0,39,13.4
12/7/2022,59,28.6,2.3,46,12.8
12/8/2022,76,28.5,4.4,44,15.4
12/9/2022,83,28.0,2.6,73,8.6
12/10/2022,73,28.3,0.6,64,10.1
12/11/2022,80,27.5,10.2,72,8.1
12/12/2022,78,27.6,0.1,64,11.5
12/13/2022,124,27.2,0.0,53,14.3
12/14/2022,113,27.0,1.7,56,11.1
12/15/2022,79,27.8,0.0,50,11.1
12/16/2022,83,27.5,1.7,56,9.1
12/17/2022,80,28.2,0.0,48,11.6
12/18/2022,44,27.6,0.0,38,12.0
12/19/2022,69,27.3,0.0,31,11.6
12/20/2022,58,27.2,0.0,26,10.6
12/21/2022,41,27.9,0.0,27,12.2
12/22/2022,47,28.7,0.1,37,14.0
12/23/2022,29,29.8,0.0,38,11.1
12/24/2022,47,27.8,1.6,65,7.9
12/25/2022,26,27.9,0.1,66,8.9
12/26/2022,41,29.1,0.1,49,7.7
12/27/2022,30,27.6,0.0,46,8.2
